    22.80  40.55    0    3  0.00000E+00  0.52500E+07 5304
    24.40  36.75    0    2  0.00000E+00  0.52500E+07 5305
    24.30  38.25    0    4  0.00000E+00  0.45150E+07 5309
    23.00  38.95    0    4  0.00000E+00  0.41738E+07 5310
    28.00  36.05    0    2  0.00000E+00  0.43750E+07 5311
    20.80  38.05    0    2  0.00000E+00  0.38270E+07 5312
    25.30  35.35    0    6  0.00000E+00  0.50138E+07 5315
    26.90  37.85    0    1  0.00000E+00  0.68862E+07 5318
    26.10  39.35    0    3  0.00000E+00  0.53317E+07 5319
    23.70  35.15    0    2  0.00000E+00  0.53725E+07 5320
    20.70  38.45    0    3  0.00000E+00  0.43750E+07 5321
    24.00  35.55    0    2  0.00000E+00  0.37944E+07 5322
    23.00  38.95    0    1  0.00000E+00  0.64750E+07 5324
    27.90  36.55    0    1  0.00000E+00  0.52688E+07 5325
    23.50  38.85    0    3  0.00000E+00  0.52972E+07 5328
    21.40  38.25    0    5  0.00000E+00  0.49234E+07 5329
    21.00  38.55    1    9  0.80920E+07  0.44956E+07 5330
    24.10  38.05    0    3  0.00000E+00  0.50750E+07 5333
    27.20  36.95    0    4  0.00000E+00  0.43225E+07 5335
    22.90  37.15    0    5  0.00000E+00  0.47075E+07 5337
    23.00  37.85    0    2  0.00000E+00  0.42823E+07 5338
    26.10  39.35    8   53  0.61250E+07  0.47250E+07 5339
    24.70  35.05    0    2  0.00000E+00  0.54315E+07 5340
    23.00  38.95    0    4  0.00000E+00  0.47381E+07 5341
    25.00  39.85    0    2  0.00000E+00  0.55399E+07 5342
    24.20  38.45    0    4  0.00000E+00  0.46266E+07 5343
    24.20  38.65    0    4  0.00000E+00  0.48125E+07 5345
    20.20  39.45    0    3  0.00000E+00  0.51450E+07 5346
    23.00  39.25    0    5  0.00000E+00  0.49000E+07 5347
    21.60  36.95    0    4  0.00000E+00  0.51507E+07 5348
    24.60  40.55    0    2  0.00000E+00  0.45938E+07 5349
    23.00  36.45    0    1  0.00000E+00  0.59193E+07 5353
    23.70  35.55    0    1  0.00000E+00  0.50750E+07 5355
    22.90  39.25    0    3  0.00000E+00  0.39824E+07 5356
    23.80  38.75    0    3  0.00000E+00  0.41703E+07 5357
    26.90  37.65    0    4  0.00000E+00  0.44548E+07 5358
    22.60  40.25    0    5  0.00000E+00  0.49920E+07 5359
    24.40  37.95    0    2  0.00000E+00  0.48519E+07 5361
    23.80  40.75    0    3  0.00000E+00  0.45908E+07 5362
    21.00  37.75    0    5  0.00000E+00  0.50365E+07 5363
    23.40  37.35    0    1  0.00000E+00  0.54857E+07 5364
    24.80  40.75    0    2  0.00000E+00  0.36400E+07 5366
    25.40  36.45    3   22  0.68833E+07  0.48258E+07 5367
    25.10  37.45    1    7  0.65450E+07  0.46750E+07 5368
    23.20  37.95    0    4  0.00000E+00  0.52259E+07 5369
    21.50  37.15    0    7  0.00000E+00  0.44356E+07 5370
    23.80  39.15    0    2  0.00000E+00  0.36925E+07 5374
    22.60  36.75    0    2  0.00000E+00  0.48677E+07 5375
    23.80  40.65    0    2  0.00000E+00  0.53773E+07 5376
    24.30  40.75    0    3  0.00000E+00  0.54062E+07 5377
    26.70  37.85    1    9  0.77630E+07  0.46873E+07 5379
    23.90  37.65    0    3  0.00000E+00  0.51966E+07 5380
    23.40  37.75    0    3  0.00000E+00  0.52558E+07 5381
    24.10  37.75    0    2  0.00000E+00  0.58222E+07 5383
    22.80  37.45    0    1  0.00000E+00  0.70034E+07 5384
    23.80  38.75    0    3  0.00000E+00  0.48755E+07 5386
    21.60  37.25    2   14  0.66938E+07  0.47812E+07 5387
    23.20  37.25    0    3  0.00000E+00  0.54658E+07 5389
    21.20  37.95    0    4  0.00000E+00  0.52554E+07 5390
    25.40  36.45    0    6  0.00000E+00  0.43269E+07 5391
    25.90  40.75    0   10  0.00000E+00  0.48125E+07 5392
    23.10  40.25    0    4  0.00000E+00  0.52773E+07 5393
    23.30  37.95    0    4  0.00000E+00  0.51384E+07 5394
    23.70  37.85    0  904  0.00000E+00  0.47186E+07 5395
    28.20  36.45    0   13  0.00000E+00  0.45756E+07 5396
    25.80  35.15    0   39  0.00000E+00  0.46965E+07 5397
    25.20  35.35    0    5  0.00000E+00  0.50470E+07 5399
    21.30  37.75    0    7  0.00000E+00  0.43925E+07 5400
    22.80  37.55    0    8  0.00000E+00  0.46484E+07 5401
    20.40  38.15    0    6  0.00000E+00  0.49219E+07 5402
    24.10  37.95    3   17  0.54250E+07  0.47868E+07 5403
    24.00  35.55    0    5  0.00000E+00  0.50409E+07 5405
    25.40  35.35    0    3  0.00000E+00  0.46608E+07 5406
    26.20  38.35    0    9  0.00000E+00  0.47269E+07 5407
    23.40  37.95    3   18  0.56000E+07  0.46667E+07 5408
    25.00  37.45    0    9  0.00000E+00  0.45320E+07 5409
    22.80  40.55    0   13  0.00000E+00  0.46823E+07 5410
    25.70  34.95    0    3  0.00000E+00  0.52500E+07 5411
    20.20  39.45    0    9  0.00000E+00  0.47401E+07 5412
    25.10  35.35    0   43  0.00000E+00  0.47504E+07 5413
    22.10  36.95    0   27  0.00000E+00  0.47103E+07 5414
    23.50  40.05    0    3  0.00000E+00  0.43750E+07 5415
    26.90  36.95    0    5  0.00000E+00  0.44870E+07 5416
    22.60  40.25    0   27  0.00000E+00  0.47231E+07 5417
    21.40  38.25    0    5  0.00000E+00  0.51188E+07 5418
    24.40  40.85    0   14  0.00000E+00  0.47975E+07 5419
    19.90  39.65    0   14  0.00000E+00  0.45619E+07 5420
    23.00  37.85    0    1  0.00000E+00  0.65625E+07 5421
    23.00  37.85    0   15  0.00000E+00  0.46325E+07 5422
    27.30  36.95    1   18  0.87500E+07  0.45889E+07 5423
    20.70  38.85    0    5  0.00000E+00  0.51625E+07 5425
    20.10  39.45    0    8  0.00000E+00  0.44669E+07 5426
    22.60  40.15    0    5  0.00000E+00  0.46130E+07 5427
    25.50  35.35    0    1  0.00000E+00  0.65625E+07 5428
    21.40  38.25    0    1  0.00000E+00  0.61250E+07 5429
    23.70  37.85    0   13  0.00000E+00  0.48455E+07 5430
    25.30  37.45    0   10  0.00000E+00  0.45404E+07 5431
    26.60  39.15    0   12  0.00000E+00  0.48840E+07 5432
    24.00  35.55    0   13  0.00000E+00  0.46012E+07 5433
    25.20  37.15    0    7  0.00000E+00  0.49813E+07 5435
    25.40  37.15    0    5  0.00000E+00  0.44625E+07 5436
    24.10  38.05    0    2  0.00000E+00  0.49788E+07 5437
    24.10  38.05    0    3  0.00000E+00  0.52500E+07 5438
    23.50  37.55    0    6  0.00000E+00  0.45238E+07 5440
    24.80  40.75    0    4  0.00000E+00  0.43750E+07 5441
    20.70  38.95    0    6  0.00000E+00  0.49576E+07 5442
    21.40  37.55    1   14  0.72730E+07  0.45506E+07 5443
    24.10  38.05    0    2  0.00000E+00  0.54688E+07 5444
    24.50  35.45    0   15  0.00000E+00  0.46445E+07 5445
    28.20  36.45    0    8  0.00000E+00  0.49459E+07 5446
    26.10  35.25    0    9  0.00000E+00  0.49593E+07 5447
    23.50  39.15    0    3  0.00000E+00  0.45938E+07 5448
    22.80  40.55    0  210  0.00000E+00  0.47083E+07 5449
    22.80  37.55    0   38  0.00000E+00  0.47662E+07 5450
    23.00  39.25    0   39  0.00000E+00  0.46749E+07 5451
    20.90  37.85    0   10  0.00000E+00  0.48729E+07 5453
    35.00  32.95    0    1  0.00000E+00  0.47950E+07 5454
    34.60  31.85    0    9  0.00000E+00  0.46613E+07 5455
    34.70  32.05    0   20  0.00000E+00  0.47946E+07 5456
    34.30  31.45    0    5  0.00000E+00  0.47941E+07 5458
    34.80  32.35    0    3  0.00000E+00  0.39958E+07 5459
    34.90  32.55    0   17  0.00000E+00  0.46532E+07 5460
    34.70  32.15    0   16  0.00000E+00  0.46632E+07 5461
    34.80  32.45    0    4  0.00000E+00  0.41945E+07 5462
    34.80  32.25    0    7  0.00000E+00  0.44520E+07 5463
    35.00  32.95    0    6  0.00000E+00  0.47944E+07 5464
    34.80  32.25    0   17  0.00000E+00  0.47240E+07 5465
    34.50  31.65    0    3  0.00000E+00  0.39958E+07 5466
    34.80  32.25    0    3  0.00000E+00  0.44748E+07 5467
    34.80  32.25    0    3  0.00000E+00  0.49542E+07 5468
    34.40  31.55    0    8  0.00000E+00  0.44953E+07 5469
    34.70  31.95    0    5  0.00000E+00  0.50339E+07 5470
    15.00  40.15    0   97  0.00000E+00  0.47191E+07 5471
    15.20  37.55    2   13  0.63686E+07  0.48989E+07 5472
    15.20  37.65    6   39  0.61694E+07  0.47457E+07 5473
    13.70  37.15    2   21  0.62147E+07  0.46857E+07 5474
    14.90  40.35    0   13  0.00000E+00  0.46289E+07 5475
    8.20  43.95    1   10  0.78939E+07  0.46377E+07 5476
    14.00  42.85    0    4  0.00000E+00  0.51704E+07 5477
    8.30  44.05    3   21  0.56581E+07  0.47488E+07 5478
    8.50  44.25    0    6  0.00000E+00  0.50988E+07 5480
    8.30  40.55    1   11  0.85686E+07  0.48036E+07 5481
    15.40  37.95    0    2  0.00000E+00  0.45465E+07 5482
    13.60  38.05    0    4  0.00000E+00  0.50842E+07 5483
    14.60  40.55    0    4  0.00000E+00  0.46769E+07 5484
    16.00  39.15    0    5  0.00000E+00  0.46264E+07 5485
    13.50  43.65    3   28  0.71765E+07  0.47416E+07 5486
    12.60  41.45    2   19  0.56620E+07  0.47184E+07 5487
    13.40  45.55    0    3  0.00000E+00  0.41055E+07 5488
    8.70  44.35    0    7  0.00000E+00  0.48056E+07 5489
    9.50  41.15    0    8  0.00000E+00  0.47460E+07 5490
    9.10  39.15    0    6  0.00000E+00  0.46816E+07 5491
    15.30  37.25    4   26  0.60188E+07  0.46298E+07 5492
    15.20  36.95    1   11  0.66778E+07  0.48060E+07 5493
    14.10  40.75    0   10  0.00000E+00  0.45383E+07 5494
    13.60  38.05    2   34  0.58772E+07  0.47536E+07 5495
    15.80  38.35    0    7  0.00000E+00  0.43977E+07 5496
    15.10  38.15    1   26  0.87608E+07  0.46331E+07 5497
    16.90  41.15   11  196  0.61218E+07  0.47241E+07 5498
    16.30  41.35    3   58  0.65862E+07  0.46842E+07 5499
    12.50  44.15    0   12  0.00000E+00  0.45943E+07 5500
    15.80  39.65    0    3  0.00000E+00  0.52147E+07 5501
    16.20  38.05    0    3  0.00000E+00  0.41965E+07 5502
    13.10  45.55    0    3  0.00000E+00  0.51973E+07 5503
    16.50  41.25    2   19  0.57253E+07  0.47711E+07 5504
    7.70  43.75    0    7  0.00000E+00  0.44686E+07 5505
    8.30  44.15    0    2  0.00000E+00  0.44056E+07 5506
    8.40  40.25    0    5  0.00000E+00  0.46997E+07 5507
    15.90  37.85    0    1  0.00000E+00  0.65951E+07 5508
    16.20  38.15    0    3  0.00000E+00  0.48584E+07 5509
    16.10  37.95    0    3  0.00000E+00  0.45290E+07 5510
    18.00  40.65    3   32  0.62814E+07  0.46620E+07 5511
    14.80  38.25    0    2  0.00000E+00  0.48337E+07 5512
    8.40  39.85    0    6  0.00000E+00  0.43919E+07 5513
    9.10  39.15    5   55  0.66065E+07  0.47547E+07 5514
    15.70  41.95    0    6  0.00000E+00  0.44899E+07 5515
    9.70  40.25    0    5  0.00000E+00  0.49168E+07 5516
    13.70  43.55    0    3  0.00000E+00  0.39939E+07 5517
    9.10  44.35    0    3  0.00000E+00  0.54102E+07 5518
    17.60  40.25    0    4  0.00000E+00  0.51744E+07 5519
    16.10  39.05    0    2  0.00000E+00  0.40310E+07 5520
    12.90  45.55    0    3  0.00000E+00  0.51869E+07 5521
    13.20  38.25    0    6  0.00000E+00  0.50839E+07 5522
