    16.20  41.35    2  0.23015E+05 8623
    15.40  39.95    1  0.29041E+05 8624
    10.00  43.95    5  0.27400E+05 8625
    10.50  43.15    1  0.34374E+05 8626
    16.30  38.25    1  0.27142E+05 8627
    11.00  42.65    6  0.25204E+05 8628
    10.10  43.95    6  0.23702E+05 8629
    10.20  43.65    6  0.26125E+05 8630
    14.60  36.75    6  0.24100E+05 8631
    8.50  39.85    4  0.22883E+05 8632
    12.80  37.55    3  0.29588E+05 8633
    12.40  37.75    6  0.25459E+05 8634
    16.10  41.65    1  0.26358E+05 8635
    12.50  37.65    5  0.24153E+05 8636
    15.80  37.85    2  0.21337E+05 8637
    12.90  37.55    2  0.23550E+05 8638
    15.60  38.05    9  0.25947E+05 8639
    15.30  38.25    4  0.23109E+05 8640
    17.10  41.15    3  0.26740E+05 8641
    16.60  41.25    5  0.26183E+05 8642
    13.20  43.75    2  0.22173E+05 8644
    13.90  41.05    3  0.27294E+05 8645
    13.60  45.55    3  0.27899E+05 8646
    17.30  40.95    5  0.23656E+05 8647
    11.50  42.35    1  0.34624E+05 8648
    16.00  41.65    2  0.24047E+05 8649
    14.20  42.55    5  0.23891E+05 8650
    13.60  45.55    2  0.24279E+05 8651
    14.30  40.75   16  0.26383E+05 8653
    12.60  41.45    4  0.28683E+05 8654
    16.70  40.05    1  0.27042E+05 8657
    9.60  40.95    5  0.25011E+05 8659
    11.10  42.45    2  0.26835E+05 8660
    9.70  40.35    1  0.27274E+05 8661
    14.50  42.35    3  0.25003E+05 8662
    15.10  36.65    3  0.23509E+05 8665
    14.90  40.45    3  0.23648E+05 8666
    13.40  38.15   14  0.24904E+05 8668
    13.70  37.15    3  0.25188E+05 8670
    8.10  40.75    7  0.26445E+05 8671
    15.80  38.35    3  0.21551E+05 8672
    16.00  39.35    2  0.29089E+05 8673
    15.00  38.15    2  0.24346E+05 8674
    12.90  43.95    6  0.27067E+05 8676
    14.30  42.45    7  0.25849E+05 8677
    8.30  44.15    1  0.36012E+05 8679
    10.20  43.85    3  0.25685E+05 8680
    14.10  42.65    2  0.25965E+05 8681
    10.50  42.85    4  0.24106E+05 8682
    16.10  38.75    1  0.35650E+05 8684
    8.50  40.85    2  0.23448E+05 8685
    17.30  41.05    2  0.30166E+05 8687
    12.30  44.75    2  0.23112E+05 8688
    14.80  40.65    3  0.25839E+05 8689
    11.20  42.35    2  0.23714E+05 8690
    13.50  37.25    2  0.29524E+05 8693
    13.70  43.45    2  0.22424E+05 8695
    13.80  43.25    2  0.28402E+05 8696
    13.80  43.25    3  0.26112E+05 8697
    11.10  42.45    2  0.23714E+05 8698
    12.50  44.85    2  0.19378E+05 8699
    8.50  40.85    3  0.23937E+05 8700
    10.30  42.85    2  0.22464E+05 8701
    13.70  43.35    2  0.28003E+05 8706
    14.90  36.65    2  0.31932E+05 8707
    15.70  39.85    1  0.27395E+05 8708
    14.10  40.75    2  0.20069E+05 8709
